,Price,Space,Rooms,Market,Year,elevator,Parking place,balkon,taras,ogródek,district,street,level,max_level
2318,750000,78,3,wtórny,2022,0,1,0,0,0, Białołęka, Starej Gruszy,1,2
23167,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
13612,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
7607,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
12091,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
6904,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
7167,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
14625,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
431,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
12691,1100000,78,3,wtórny,2006,1,1,0,0,0, Mokotów, al. Aleja Wyścigowa,3,8
13183,1490000,78,3,wtórny,2008,1,1,0,0,0, Mokotów,Granitowa 3,8,13
2334,855000,78,4,wtórny,2019,1,1,0,0,0, Targówek, Janowiecka,1,3
20230,719700,78,3,wtórny,1998,0,1,0,0,0, Białołęka, Aleksandra Kamińskiego,1,3
11866,698434,78,4,pierwotny,2023,1,1,0,0,0, Wawer, Wawer,3,5
14490,989600,78,4,pierwotny,2025,1,1,0,0,0, Bemowo, Lazurowa,2,5
9560,989604,78,4,pierwotny,2024,1,1,0,0,0, Bemowo, Szeligowska,2,5
5477,930000,78,4,pierwotny,2024,1,1,1,1,1, Bemowo, Bemowo,1,5
20009,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
18059,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
3508,1339000,78,3,wtórny,2019,1,1,0,0,0, Żoliborz, Ludwika Rydygiera,0,6
12858,1560000,78,3,wtórny,2006,1,1,0,0,0, Mokotów, Warowna,2,6
2480,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo, Arki Bożka,5,10
22309,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
19580,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
7496,950000,78,4,wtórny,2021,1,1,0,0,0, Ursus, Herbu Oksza,0,6
781,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
11000,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
20477,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
2091,1299000,78,4,wtórny,2016,1,1,0,0,0, Mokotów,Kłobucka,7,8
6359,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
8246,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
6827,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
12169,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
10571,875000,78,3,wtórny,1993,1,0,0,0,0, Bemowo,Arki Bożka,5,10
11554,880000,78,4,pierwotny,2021,1,0,0,0,0, Targówek, Targówek,1,4
8881,1199000,78,4,wtórny,2022,1,1,0,0,0, Mokotów, Mariana Zdziechowskiego,1,6
13321,1189000,78,3,wtórny,2019,1,1,0,0,0, Bemowo, Bemowo,1,7
6000,1199000,78,4,wtórny,2020,1,1,0,0,0, Mokotów, Mariana Zdziechowskiego,1,8
5099,1220000,78,3,wtórny,2008,1,1,0,0,0, Wola, Zawiszy,1,7
23125,691594,77,3,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,2,2
1836,1160710,77,3,pierwotny,2022,1,1,0,0,0, Włochy, Promienista,2,2
15998,1380000,77,3,wtórny,2008,1,1,0,0,0, Wola, Wola,11,17
946,1199000,77,4,wtórny,2017,1,1,0,0,0, Wilanów, Adama Branickiego,2,3
16002,725000,77,3,wtórny,2003,0,1,0,0,0, Białołęka, Białołęka,2,2
7838,725000,77,3,wtórny,2003,0,1,0,0,0, Białołęka, Białołęka,2,2
6784,725000,77,3,wtórny,2003,0,1,0,0,0, Białołęka, Białołęka,2,2
1896,1180000,77,2,wtórny,2016,1,1,0,0,0, Mokotów,Obrzeżna,3,8
6065,1164750,77,3,wtórny,2001,0,0,0,0,0, Wola, Łacińska,2,3
6805,1150000,77,3,wtórny,2006,1,1,0,0,0, Ursynów,Melchiora Wańkowicza,2,5
7967,1180000,77,4,wtórny,2008,1,1,0,0,0, Wola,Leszno 8,11,14
5768,1470600,77,3,wtórny,2022,1,1,0,0,0, Mokotów," Batalionu AK ""Karpaty""",2,3
889,970000,77,4,wtórny,2020,1,1,0,0,0, Targówek,Janowiecka,3,3
3906,930000,77,4,wtórny,2022,1,1,0,0,0, Targówek, Janowiecka,3,3
2793,950000,77,4,wtórny,2020,1,1,0,0,0, Targówek, Janowiecka,3,3
902,970000,77,4,wtórny,2020,1,1,0,0,0, Targówek,Janowiecka,3,3
3832,1299000,77,3,wtórny,2021,1,1,0,0,0, Mokotów, Służewiec,4,8
6611,950000,77,4,wtórny,2017,1,1,0,0,0, Bemowo, Szeligowska,2,6
20944,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
16849,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
13340,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
10303,999999,77,3,wtórny,2013,0,1,0,0,0, Bemowo, Grodkowska,7,8
7598,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
7178,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
10337,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
9633,890000,77,4,wtórny,1987,1,1,0,0,0, Bemowo,Juliusza Kaden-Bandrowskiego,4,10
6820,770000,77,3,wtórny,2009,1,1,0,0,0, Ursus, Ursus,1,6
5510,1500000,77,3,wtórny,2014,1,0,0,0,0, Żoliborz, Ludwika Rydygiera,6,9
2717,889000,77,4,wtórny,2021,0,0,0,0,0, Białołęka, Białołęka,1,1
5290,1395000,77,3,wtórny,2014,1,1,0,0,0, Żoliborz, Sady Żoliborskie,6,8
8617,959000,77,4,wtórny,2016,1,1,0,0,0, Mokotów,Cybernetyki,3,5
11223,635000,76,3,wtórny,2021,0,1,0,0,0, Wawer, Wawer,0,1
5851,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
9986,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
5033,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
14393,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
8144,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
9400,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
15134,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
5579,1500000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz,Ludwika Rydygiera,6,9
14065,890000,76,3,wtórny,2022,1,1,0,0,0, Bemowo, Dywizjonu 303,1,3
8251,1399000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz, Żoliborz,6,8
9783,1224000,76,3,wtórny,2009,1,1,0,0,0, Ochota,Karola Dickensa,1,10
2321,1390000,76,3,wtórny,2022,1,0,0,0,0, Śródmieście, Solec,5,5
9991,999999,76,3,wtórny,2013,1,1,0,0,0, Bemowo,Grodkowska,7,8
8762,860000,76,4,wtórny,1970,0,0,0,0,0, Praga-Północ, Białostocka,8,10
13621,870000,76,4,wtórny,1986,1,0,0,0,0, Praga-Północ, Praga-Północ,8,10
13607,673992,76,3,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,2,2
12979,799000,76,3,wtórny,1985,1,1,0,0,0, Mokotów, Stefana Bryły,4,10
8196,1400000,76,3,wtórny,2014,1,1,0,0,0, Żoliborz, Jasnodworska,6,8
2475,1448000,76,3,wtórny,1939,0,0,0,0,0, Śródmieście,Juliana Bartoszewicza,4,8
3467,583900,76,4,pierwotny,2023,0,1,0,0,0, Białołęka, Czeremchowa,1,1
13317,583900,76,4,pierwotny,2023,0,1,0,0,0, Białołęka, Czeremchowa,1,1
6069,1499000,76,3,wtórny,2018,1,1,0,0,0, Żoliborz, Żoliborz,1,10
13464,950000,76,3,wtórny,2022,1,1,0,0,0, Bielany, Sokratesa,1,5
16797,650000,76,3,pierwotny,2022,0,0,0,0,0, Wawer,Zasadowa,1,1
18788,770000,76,3,wtórny,1993,1,0,0,0,0, Bemowo, Nowe Górce,0,5
15675,2450000,76,3,wtórny,2010,0,1,0,0,0, Centrum, Centrum,3,6
9150,760000,76,3,wtórny,1972,1,1,0,0,0, Bemowo,Apenińska,6,8
1900,1140000,76,3,wtórny,2018,1,1,0,0,0, Targówek, Płosa,5,5
3762,1150000,76,3,wtórny,2001,1,1,0,0,0, Praga-Południe, Janusza Meissnera 1/3,3,7
7347,1290000,76,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,4,10
8655,604000,76,5,pierwotny,2023,0,1,0,0,0, Białołęka, Głębocka,1,2
11436,830000,76,3,wtórny,1999,1,1,0,0,0, Praga-Południe, Cichociemnych,3,5
8662,604000,76,5,pierwotny,2023,0,1,0,0,0, Białołęka, Głębocka,1,2
20802,670000,76,3,wtórny,2009,0,1,0,0,0, Białołęka,Świderska,0,2
11480,759000,76,3,wtórny,2005,1,0,0,0,0, Ursus, Józefa Chełmońskiego,3,6
18777,740000,75,3,wtórny,2003,0,1,0,0,0, Białołęka, Skarbka z Gór,2,3
5258,985000,75,3,wtórny,1996,0,0,0,0,0, Ursynów,Romualda Mielczarskiego,0,3
19820,1780000,75,3,wtórny,2020,1,1,0,0,0, Mokotów, Puławska,2,8
7339,984750,75,4,pierwotny,2024,1,1,0,0,0, Bemowo, Sternicza,5,5
13522,1173000,75,3,wtórny,2001,1,1,0,0,0, Ursynów,Belgradzka,1,3
20378,749000,75,2,wtórny,1930,1,0,0,0,0, Praga-Północ,Szwedzka,5,5
13162,940000,75,3,wtórny,2013,1,1,0,0,0, Białołęka,Ceramiczna,3,6
640,676132,75,4,pierwotny,2023,1,1,0,0,0, Wawer, Wawer,2,5
13310,589368,75,4,pierwotny,2022,1,1,0,0,0, Białołęka,Białołęcka,1,2
21171,732447,75,4,pierwotny,2022,1,1,0,0,0, Białołęka, Kościeszów,3,8
4801,950000,75,4,wtórny,1990,0,0,0,0,0, Ursynów, Kabaty,2,3
8330,844000,75,4,wtórny,1998,0,0,0,0,0, Bemowo, Górczewska,0,3
3077,890000,75,3,wtórny,2022,1,1,0,0,0, Włochy, Obywatelska,2,5
2460,1040000,75,3,wtórny,2008,1,1,0,0,0, Bemowo,Powstańców Śląskich,3,8
10735,731412,75,4,pierwotny,2022,0,1,0,0,0, Wawer, Izbicka,0,1
2337,1027845,75,4,wtórny,2019,1,1,0,0,0, Ursynów, Polki,2,3
11867,678712,75,4,pierwotny,2023,1,1,0,0,0, Wawer, Wawer,3,5
4942,870000,75,4,wtórny,1986,1,1,0,0,0, Bielany, Gustawa Daniłowskiego,5,7
10470,1327000,75,2,wtórny,2008,1,1,0,0,0, Wilanów, Sarmacka,4,4
15552,650106,75,3,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,2,2
8177,1400000,75,3,wtórny,2018,1,1,0,0,0, Ursynów, Wędrowców,1,3
3083,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
3551,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
3364,970000,75,4,wtórny,1992,0,1,0,0,0, Ursynów,Witolda Zawadowskiego,2,4
13579,1199900,75,3,wtórny,2022,1,0,0,0,0, Mokotów, Konstancińska,4,8
9206,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
13085,960000,75,3,wtórny,1998,0,0,0,0,0, Rembertów, al. Aleja gen. Antoniego Chruściela ,2,3
7333,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
10376,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
13060,1237000,75,7,wtórny,2006,1,1,0,0,0, Mokotów, Mokotów,0,3
21811,1235000,75,4,pierwotny,2019,1,0,0,0,0, Wola, Syreny,2,5
13886,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
8325,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
19072,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
7021,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
4682,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
14042,749000,75,4,wtórny,2020,0,1,1,1,1, Wawer,Wodniaków,1,2
10301,1088000,75,3,wtórny,2012,1,0,0,0,0, Mokotów, al. Wyścigowa,7,10
6400,1190000,75,3,wtórny,2007,1,1,0,0,0, Wilanów, Sarmacka,1,4
11952,790000,75,4,pierwotny,2022,1,1,0,0,0, Białołęka, Białołęka,2,6
11936,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
7077,750000,75,3,wtórny,2000,0,0,0,0,0, Białołęka, Białołęka,2,3
9877,675000,75,3,pierwotny,2022,1,1,0,0,0, Białołęka,Romana Palestera,1,3
8235,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
11195,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
15290,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
4643,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
15896,1580000,75,4,wtórny,2017,1,1,0,0,0, Żoliborz, Kaliny Jędrusik,4,6
1635,1079000,75,3,wtórny,2012,1,1,0,0,0, Wilanów,Kazachska,1,4
9401,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
1679,1050000,75,4,wtórny,2017,1,1,0,0,0, Włochy, Włochy,1,4
4785,1169250,75,3,wtórny,2006,1,1,0,0,0, Ursynów, ALTERNATYWY,8,12
14074,780000,75,3,wtórny,2014,0,1,0,0,0, Wawer, Motylkowa,1,1
8749,770000,74,4,wtórny,2018,0,1,0,0,0, Białołęka, Daniszewska,1,1
7188,1275000,74,3,wtórny,2008,0,0,0,0,0, Mokotów,Konstancińska,4,8
20872,673261,74,3,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,0,2
16577,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
11155,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
11193,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
20983,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
22154,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
6903,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
13963,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
6902,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
10218,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
8736,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
11951,990000,74,3,wtórny,2010,1,1,0,0,0, Wola,Jana Kazimierza,4,6
4566,990000,74,4,wtórny,2010,1,1,0,0,0, Wola,Jana Kazimierza,4,6
6436,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
7606,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
11190,990000,74,3,wtórny,2010,1,1,0,0,0, Wola, Wola,4,6
2145,990000,74,4,wtórny,2010,1,1,0,0,0, Wola, Jana Kazimierza ,4,6
10995,638525,74,3,pierwotny,2025,1,1,0,0,0, Białołęka,Płochocińska,0,3
8791,978000,74,3,wtórny,2010,1,1,0,0,0, Bemowo, Górczewska,1,4
3848,899000,74,3,wtórny,2010,1,1,0,0,0, Bemowo, Bemowo,1,4
23140,674090,74,3,pierwotny,2022,1,1,0,0,0, Białołęka,Brzeziny,1,2
4930,1100000,74,4,wtórny,2022,1,1,0,0,0, Wilanów, Jara,1,2
7824,1049000,74,3,wtórny,2012,1,1,0,0,0, Mokotów, Cybernetyki,5,6
23193,770000,74,4,wtórny,1985,1,1,0,0,0, Bielany, Kwitnąca,9,10
560,850000,74,4,wtórny,1992,0,0,0,0,0, Ursynów,Aleksandra Janowskiego,0,3
757,1115000,74,3,wtórny,2020,1,1,0,0,0, Mokotów, Mokotów,6,6
14249,940000,74,3,wtórny,2008,1,1,0,0,0, Bemowo, Powstańców Śląskich,4,8
15921,930000,74,3,wtórny,2023,1,1,0,0,0, Ursus, Kazimierza Gierdziejewskiego,7,7
15151,950000,74,3,wtórny,2021,0,1,0,0,0, Śródmieście, Chmielna,1,10
14534,1200000,74,3,wtórny,2009,1,1,0,0,0, Mokotów, Mokotów,6,10
3719,848000,74,3,wtórny,2022,1,1,1,1,1, Ursus,Józefa Chełmońskiego 2,0,7
18897,1200000,74,3,wtórny,2009,1,1,0,0,0, Mokotów, Puławska,6,10
11689,1700000,74,3,wtórny,2016,1,1,0,0,0, Wola, Siedmiogrodzka,11,16
3862,750000,74,3,wtórny,2007,1,1,0,0,0, Ursus,Skoroszewska,5,5
3940,750000,74,3,wtórny,2007,1,1,0,0,0, Ursus,Skoroszewska,5,5
5882,750000,74,3,wtórny,2007,1,1,0,0,0, Ursus,Skoroszewska,5,5
21218,750000,74,3,wtórny,2007,1,1,0,0,0, Ursus,Skoroszewska,5,5
5243,888000,74,4,pierwotny,2022,1,1,0,0,0, Włochy, Budki Szczęśliwickiej 17,2,4
11856,888000,74,4,pierwotny,2022,1,1,0,0,0, Włochy, Budki Szczęśliwickiej 17,2,4
18175,888000,74,4,pierwotny,2022,1,1,0,0,0, Włochy, Budki Szczęśliwickiej 17,2,4
14860,888000,74,4,pierwotny,2022,1,1,0,0,0, Włochy, Budki Szczęśliwickiej 17,2,4
7648,800000,74,3,wtórny,2010,1,1,0,0,0, Ursus, Ursus,3,6
3063,1239000,74,3,pierwotny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,5,10
2589,1239000,74,7,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,7,10
5442,750000,74,3,wtórny,2012,0,1,0,0,0, Białołęka,Wiśniowy Sad,1,2
11680,1169000,74,3,wtórny,2010,1,0,0,0,0, Wilanów, Sarmacka,3,4
5016,780000,74,3,wtórny,2012,1,1,0,0,0, Białołęka,Modlińska,3,4
11255,789000,74,4,pierwotny,2022,1,1,0,0,0, Praga-Południe, Praga-Południe,2,7
16017,1180000,74,3,wtórny,1968,1,0,0,0,0, Wola, Wola,1,10
16816,790000,74,3,wtórny,1990,0,1,0,0,0, Wawer, Wawer,2,2
3954,1239000,74,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,7,10
2564,1239000,74,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,9,10
5002,976800,74,3,wtórny,2000,1,1,0,0,0, Bemowo, Bemowo,2,6
14977,976800,74,3,wtórny,2000,1,1,0,0,0, Bemowo, Bemowo,2,6
1885,1239000,74,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,5,10
7149,799800,74,3,wtórny,2012,1,1,0,0,0, Ursus, Ursus,4,6
7642,800000,74,3,wtórny,2010,1,1,0,0,0, Ursus, Ursus,3,6
5188,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
12675,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
4683,1257000,74,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,4,10
7327,1257000,74,3,pierwotny,2022,1,1,0,0,0, Mokotów,Nałęczowska 33,4,10
4010,649000,74,4,wtórny,1984,0,0,0,0,0, Rembertów, Topograficzna,1,3
1095,1095000,74,3,wtórny,1960,1,0,0,0,0, Śródmieście, Śródmieście,1,6
20518,948000,74,3,pierwotny,2024,1,1,0,0,0, Bemowo, Bemowo,0,6
12249,947900,74,4,pierwotny,2024,1,1,0,0,0, Bemowo, Górce,0,4
23194,1050000,74,3,wtórny,1965,1,0,0,0,0, Śródmieście, Tamka 47,3,10
11488,849999,74,5,wtórny,2000,1,1,0,0,0, Bielany,Heroldów,4,4
11705,849999,74,5,wtórny,2000,1,1,0,0,0, Bielany, Bielany,4,4
1090,1095000,74,3,wtórny,1960,1,0,0,0,0, Śródmieście, Śródmieście,1,6
1650,859000,74,4,wtórny,1985,0,0,0,0,0, Ursynów, Ursynów,3,3
18910,930000,74,4,wtórny,1978,1,0,0,0,0, Bielany, Bogusławskiego,8,13
3863,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
7176,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
17713,882000,74,3,wtórny,2013,1,1,0,0,0, Ursus, Ursus,1,8
21189,967000,74,3,pierwotny,2024,1,1,0,0,0, Bemowo, Zaborowska,0,5
15020,1800000,74,3,wtórny,2013,1,1,0,0,0, Żoliborz, Żoliborz,8,9
7243,870000,74,3,wtórny,2022,0,1,0,0,0, Wawer, Wawer,2,2
20575,1050000,74,4,wtórny,2015,1,0,0,0,0, Wola, Jana Kazimierza,5,6
1880,1239000,74,3,wtórny,2022,1,1,0,0,0, Mokotów, Nałęczowska 33,9,10
5461,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
18565,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
17768,610000,74,3,wtórny,2012,1,1,0,0,0, Białołęka, Białołęka,4,4
19579,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
6894,600000,74,3,wtórny,2001,1,1,0,0,0, Ursus,Górna Droga,7,7
7073,920000,74,4,wtórny,1970,0,0,0,0,0, Śródmieście,Stawki,2,12
20651,599000,74,3,wtórny,2021,0,0,0,0,0, Białołęka, Portowa,3,3
9745,990000,73,3,wtórny,2014,1,1,0,0,0, Bielany, Przy Agorze,2,9
7920,1190000,73,4,wtórny,2016,1,1,0,0,0, Wilanów,Aleksandra Gieysztora,1,3
5437,825000,73,4,wtórny,1981,0,0,0,0,0, Ursynów, Stefana Szolc-Rogozińskiego,2,4
20584,948844,73,3,pierwotny,2024,1,0,0,0,0, Bemowo, Szlifierska,0,6
9686,967200,73,3,pierwotny,2024,1,1,0,0,0, Bemowo, Górce,0,5
18860,967200,73,3,pierwotny,2024,0,1,0,0,0, Bemowo, Jeździecka,0,6
1392,950000,73,4,wtórny,1976,0,1,0,0,0, Ursynów,Oskara Sosnowskiego,1,3
562,649000,73,4,wtórny,1980,0,0,0,0,0, Ursynów,Stefana Szolc-Rogozińskiego,4,4
9955,795000,73,4,wtórny,1979,0,0,0,0,0, Ursynów, Ursynów,4,4
8015,599000,73,3,wtórny,1980,0,0,0,0,0, Białołęka, Białołęka,3,3
20654,615000,73,3,wtórny,1980,0,0,0,0,0, Białołęka, Portowa,3,3
11996,2999900,73,3,wtórny,1950,0,0,0,0,0, Ochota, Ochota,1,1
14450,1239000,73,3,wtórny,2021,1,1,0,0,0, Mokotów, Nałęczowska,3,10
3021,799000,73,4,wtórny,2021,1,1,0,0,0, Białołęka, Ostródzka,1,3
1463,1030000,73,3,wtórny,2012,1,1,0,0,0, Bielany,Sokratesa,4,6
2772,801500,73,3,wtórny,1995,1,1,0,0,0, Targówek, Bartnicza,1,10
8804,798000,73,3,wtórny,2010,1,1,0,0,0, Ursus, Ursus,3,6
11029,1247000,73,3,wtórny,2021,1,1,0,0,0, Mokotów, Mokotów,3,8
20371,935000,73,4,wtórny,1987,0,0,0,0,0, Ursynów,Henryka Raabego,3,3
13807,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
8113,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
14939,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
7529,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
17200,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
6397,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
3473,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
7777,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
12365,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
1250,1100000,73,3,wtórny,2013,1,1,0,0,0, Ursynów,Kłobucka 23E,2,10
949,1028160,73,3,pierwotny,2021,1,1,0,0,0, Mokotów, Mokotów,3,4
8880,905000,73,2,wtórny,1928,0,0,0,0,0, Ochota, Stara Ochota,1,4
7396,905000,73,3,wtórny,1928,0,0,0,0,0, Ochota, Stara Ochota,1,4
14826,1239000,73,3,wtórny,2021,1,1,0,0,0, Mokotów, Nałęczowska,9,10
21029,1059000,73,4,wtórny,2021,1,1,0,0,0, Ursynów, Ursynów,1,3
14446,1239000,73,3,wtórny,2021,1,1,0,0,0, Mokotów, Nałęczowska,5,10
18294,1000000,73,3,wtórny,1956,1,0,0,0,0, Śródmieście, Aleja Solidarności,4,6
19071,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
1052,685000,73,3,wtórny,2004,0,1,0,0,0, Białołęka,Józefa Mehoffera,2,3
12248,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
14237,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
9399,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
7676,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
13457,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
10877,680000,73,3,wtórny,2014,1,1,0,0,0, Białołęka, Aluzyjna,8,8
2108,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
16811,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
21451,960000,73,3,wtórny,1979,0,0,0,0,0, Mokotów,Czerniakowska,3,4
1103,1005000,73,3,wtórny,2015,1,1,0,0,0, Bemowo,Szeligowska,3,6
5859,1290000,73,3,wtórny,2013,1,1,0,0,0, Ochota, al. Aleja Bohaterów Września 18,2,6
13192,695000,73,3,wtórny,1982,0,0,0,0,0, Praga-Południe,Janusza Meissnera,4,4
5199,1574000,73,4,wtórny,2022,1,1,0,0,0, Mokotów,Mariana Zdziechowskiego 3,7,7
