Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Ochota, Stara Ochota, ul. Barska",818000,54.5,3,wtórny,1950,nie,balkon,3/4,
"Warszawa, Bemowo",976800,74,3,wtórny,2000,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",685000,41,2,wtórny,2017,tak,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Bemowo",799900,64,3,wtórny,2004,internet,balkon,2,garaż/miejsce parkingowe
"Warszawa, Białołęka",580000,60.5,3,wtórny,2001,monitoring / ochrona,,2/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,59.15,3,pierwotny,2023,"telewizja kablowa, internet",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Odkryta 50",,52.54,3,pierwotny,2023,"telewizja kablowa, internet",balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Kameralna 1a",634500,42.3,2,wtórny,1970,tak,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Włochy",850000,75.22,4,wtórny,2006,telewizja kablowa,balkon,parter/4,garaż/miejsce parkingowe
"Warszawa, Wola, Czyste, Kolejowa",524000,26.58,1,pierwotny,2023-12-01,drewniane,"ogródek, taras",parter/8,garaż/miejsce parkingowe
"Warszawa, Ursus, Dzieci Warszawy",840940,81.25,4,pierwotny,2022-12-31,,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Wola, Towarowa",796060,35.84,1,pierwotny,2023-09-30,monitoring / ochrona,,&gt; 10/29,garaż/miejsce parkingowe
"Warszawa, Bemowo, Górce, Eskadra",640000,45,2,wtórny,2013,tak,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Wola",599000,47,2,wtórny,kamienica,"telewizja kablowa, internet",balkon,1/6,
"Warszawa, Śródmieście, al. Solidarności",699999,48.95,2,wtórny,1904,"piwnica, oddzielna kuchnia",,3/3,
"Warszawa, Białołęka, Żerań, ul. Modlińska",780000,74,3,wtórny,2012,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Targówek, Targówek Fabryczny, Pohulanka",639000,52.59,2,wtórny,2018,tak,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Włochy, Strubiczów",517000,37,2,wtórny,2022-07-04,plastikowe,balkon,8/9,
"Warszawa, Ursus, ul. Górna Droga",525000,53.3,2,wtórny,2001,tak,"balkon, taras",7/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Gioacchino Rossiniego",440000,37.17,2,wtórny,2013,nie,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Stary Żoliborz",1640000,99,3,wtórny,1931,nie,taras,,garaż/miejsce parkingowe
"Warszawa, Mokotów",1445000,89,3,wtórny,2000,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Wawer, Anin, ul. Bosmańska",1020000,54.5,3,wtórny,2017,nie,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Kwitnąca",412000,35.41,2,wtórny,1980,nie,balkon,3/10,
"Warszawa, Wola, ul. Nakielska",,65.36,3,pierwotny,2023,domofon / wideofon,balkon,4,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Kawęczyńska",,32.97,2,pierwotny,2024,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,55.81,3,pierwotny,2023,tak,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Wojciecha Bogusławskiego",,52.63,2,pierwotny,2023,internet,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Mariana Hemara",,59.26,3,pierwotny,2022,domofon / wideofon,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,61.04,3,pierwotny,2023,domofon / wideofon,balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursynów",790000,64.9,3,wtórny,1980,tak,balkon,parter/12,
"Warszawa, mazowieckie",48621544,37.06,2,pierwotny,apartamentowiec,,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Ludwika Rydygiera",1500000,76.97,3,wtórny,2014,tak,balkon,6/9,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,61.04,3,pierwotny,2023,domofon / wideofon,balkon,4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Romana Palestera",500000,55.63,2,pierwotny,2024,tak,ogródek,parter,garaż/miejsce parkingowe
"Warszawa, Rembertów, ul. Księcia Witolda",,48.99,2,pierwotny,2022,nie,"balkon, ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, Tajemna 6a",460000,46.94,2,pierwotny,2022,tak,"balkon, ogródek",parter/3,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Zabielska",1550000,135.59,4,pierwotny,2023,nie,"balkon, ogródek",,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Kolejowa",1047200,44,2,wtórny,2020,tak,balkon,4/6,
"Warszawa, Mokotów, Stegny, al. Wilanowska",840000,66,2,wtórny,2006,monitoring / ochrona,,4/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, Budy",735000,66.7,3,wtórny,1991,monitoring / ochrona,,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Juliana Bruna",688380,46.2,3,wtórny,1968,meble,,9/10,
"Warszawa, Ochota, Szczęśliwice, Karola Dickensa",703695,54.55,2,wtórny,2022-07-01,nie,,3/4,garaż/miejsce parkingowe
"Warszawa, Ursus, Skorosze, Skoroszewska",799000,71.1,3,wtórny,2008,monitoring / ochrona,,1/7,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Hoża",989000,39.84,2,wtórny,1949,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
"Warszawa, Włochy, Salomea, Przerwana",1350000,100.57,4,wtórny,2019,"system alarmowy, monitoring / ochrona",taras,5/5,garaż/miejsce parkingowe
"Warszawa, Ochota, Stara Ochota, Juliana Ursyna Niemcewicza",1473000,92.7,3,wtórny,2022-06-30,tak,,5/16,garaż/miejsce parkingowe
"Warszawa, Mokotów, Łowicka",823064,43.78,2,wtórny,2022-07-01,tak,"ogródek, taras",parter/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście",2399000,135.6,3,wtórny,2000,"piwnica, pom. użytkowe",,2/12,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, Peszteńska",690000,37.9,1,wtórny,1956,monitoring / ochrona,,3/3,
"Warszawa, Praga-Południe, Saska Kępa, Bajońska",1750000,81.5,3,wtórny,2012,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
"Warszawa, Ursus, Skoroszewska",799000,68.75,4,wtórny,2010,"system alarmowy, monitoring / ochrona",,1/6,
"Warszawa, Praga-Północ, Targowa",1050000,71,3,wtórny,1928,monitoring / ochrona,,1/5,
"Warszawa, Ursus, Skorosze, Dzieci Warszawy",895000,71.47,3,wtórny,2019,monitoring / ochrona,,parter/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle, Rozbrat",659000,24.31,1,wtórny,1928,"system alarmowy, monitoring / ochrona",,3/5,
"Warszawa, Wola, Siedmiogrodzka",1050000,53.06,2,wtórny,2017,"system alarmowy, monitoring / ochrona",taras,parter/4,
"Warszawa, Bemowo, Nowe Górce, Dywizjonu 303",799270,62.2,2,wtórny,2013,monitoring / ochrona,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, Niska",1400000,54,2,wtórny,2018,monitoring / ochrona,,2/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, al. Jerzego Waszyngtona",595000,48,2,wtórny,1958,monitoring / ochrona,,parter/4,
"Warszawa, Praga-Południe, Ostrobramska",850000,75,3,wtórny,2005,monitoring / ochrona,balkon,&gt; 10/18,garaż/miejsce parkingowe
"Warszawa, Targówek, Zamiejska",699000,61.7,3,wtórny,1982,meble,balkon,8/10,
"Warszawa, Praga-Południe, Saska Kępa, Brazylijska 11a",790000,56,3,wtórny,1964,meble,balkon,3/3,
"Warszawa, Śródmieście, Chmielna 26",3500000,150,5,wtórny,1910,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Stanisława Smolki",,50.21,2,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Stanisława Smolki",,66.48,3,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Stanisława Smolki",,128.91,5,,,,"taras, ogródek",parter/7,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Stanisława Smolki",,90.38,4,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,74.07,4,,,,balkon,1/7,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,52.91,3,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Włochy, Nowe Włochy, ul. ks. Juliana Chrościckiego",1072000,65.76,3,wtórny,2017,nie,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, Muranów, ul. Mordechaja Anielewicza",539000,45.5,3,wtórny,1970,"telewizja kablowa, internet, telefon",balkon,2/9,
"Warszawa, Targówek, Krośniewicka 5",719820,53.32,2,pierwotny,2023,"telewizja kablowa, internet, telefon",balkon,2/2,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,49.65,2,,,,balkon,4/7,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,81.37,4,,,,balkon,7/7,garaż/miejsce parkingowe
"ul. Herbu Oksza, Warszawa, mazowieckie",,92.09,5,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,48.49,2,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,65.7,3,,,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Stara Praga, ul. Białostocka",990000,75,3,wtórny,1930,nie,,parter/5,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. ks. Jerzego Popiełuszki 6",800000,41,2,wtórny,1956,tak,,2/4,
"Warszawa, Mokotów, Oskara Lange",585000,41.43,2,wtórny,1980,domofon / wideofon,balkon,3/10,
"Warszawa, Praga-Północ, Białostocka",565000,61.7,3,wtórny,2022-03-11,tak,,2/10,garaż/miejsce parkingowe
"Warszawa, Mokotów, Białej Koniczyny",868204,53.37,3,wtórny,2022,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Marzanny",480000,38,2,wtórny,2022-06-30,plastikowe,balkon,3/8,
"Warszawa, Mokotów, Ksawerów",457245,26.8,1,pierwotny,2021,tak,"ogródek, taras",suterena/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, Koński Jar",659000,62,3,wtórny,1977,monitoring / ochrona,balkon,9/10,
"Warszawa, Śródmieście, Dzika",900000,73,4,wtórny,nie,,balkon,2/4,
"Warszawa, Bemowo",609440,42.12,2,pierwotny,2023,tak,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Białołęka",680000,72.1,3,wtórny,1996,nie,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany",480000,37.5,2,wtórny,1968,nie,,4/4,
"Warszawa, Ochota",470000,38,1,wtórny,1959,nie,balkon,3/4,
"Warszawa, Ursynów, Kabaty",950000,59.8,2,wtórny,2005,tak,taras,7/7,
"Warszawa, Mokotów, Czerniaków, Czerniakowska",526000,38,2,wtórny,1972,monitoring / ochrona,balkon,5/10,
"Warszawa, Śródmieście, Nowolipki",930000,60,3,wtórny,2022-05-28,plastikowe,,3/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Młociny, ul. Heroldów",1055555,89.4,4,wtórny,2000,nie,balkon,parter/5,
"Warszawa, Mokotów, Siekierki",1051351,84.4,4,pierwotny,2023,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Siekierki",574689,41.27,2,pierwotny,2023,tak,balkon,1/3,
"Warszawa, Praga-Południe, Grochów",695000,60,3,wtórny,1979,tak,balkon,&gt; 10/15,
"Warszawa, Białołęka",517407,56,3,pierwotny,2021,nie,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Wola, Zawiszy",1220000,78,3,wtórny,2008,tak,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Elektoralna",1300000,72,2,wtórny,1904,nie,,1/3,
"Warszawa, Śródmieście, Elektoralna",799000,51,1,wtórny,kamienica,"teren zamknięty, domofon / wideofon",,2/3,
"Warszawa, Ochota, ul. Włodarzewska",1199000,82.2,3,wtórny,2003,,,2/3,
"Warszawa, Ursynów, Kłobucka",641000,45.18,2,wtórny,2020,tak,ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Wola, Złota",995000,67.64,3,wtórny,1963,"telewizja kablowa, internet, telefon",balkon,4/7,garaż/miejsce parkingowe
"Warszawa, Włochy",485143,51.24,2,pierwotny,2022,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Bródnowska",616000,56,3,wtórny,1973,tak,balkon,2/11,
"Warszawa, Praga-Południe",420000,36.4,1,wtórny,1987,tak,,&gt; 10/19,
"Warszawa, Białołęka, Skarbka z Gór",619000,66.6,3,wtórny,2022-05-05,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,3/3,
"Warszawa, Ursus",920000,85,4,wtórny,2000,"telewizja kablowa, internet, telefon","balkon, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Wilanów, ul. Bruzdowa 112 s",790000,52,2,wtórny,2000,nie,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Ochota",2799000,136,5,pierwotny,2021,tak,,2/2,garaż/miejsce parkingowe
"Warszawa, Bielany, Wrzeciono",430000,37.5,2,wtórny,1967,nie,,4/4,
"Warszawa, Mokotów, Sadyba, Jaszowiecka",637500,49.4,3,wtórny,2022-05-13,plastikowe,"balkon, taras",3/4,garaż/miejsce parkingowe
"Warszawa, Ursus",525691,49.13,2,wtórny,nie,,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, Poetów",794000,79.48,3,wtórny,2001,"zmywarka, lodówka, meble, piekarnik, pralka",ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Bielany, Wojciecha Bogusławskiego",489000,50.64,2,wtórny,2021-09-01,nie,,9/12,
"Warszawa, Ochota, ul. Grójecka 122",669000,44,2,wtórny,19070,internet,balkon,5,garaż/miejsce parkingowe
"Warszawa, Targówek, Remiszewska",630000,74,2,wtórny,2010,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,parter/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Gawota",1169000,128,5,wtórny,2008,"zmywarka, meble, piekarnik, kuchenka",balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów",940000,54.5,2,wtórny,1960,tak,balkon,3/7,
"Warszawa, Śródmieście, ul. Wilcza",2000000,84.5,3,wtórny,kamienica,,,1/3,
"Warszawa, Białołęka",545000,49.9,2,wtórny,2022-07-02,plastikowe,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Bemowo",866000,62.47,4,pierwotny,2024-12-01,tak,"ogródek, taras",parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo",714420,58.22,2,pierwotny,2024-12-01,tak,"ogródek, taras",parter/5,garaż/miejsce parkingowe
"Warszawa, Targówek",738990,62.1,3,wtórny,2008,,,9/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Krucza",1315000,56.96,2,wtórny,tak,,,5/7,
"Warszawa, Wola, Koło, Czorsztyńska",339000,24,1,wtórny,kamienica,domofon / wideofon,,2/3,
"Warszawa, Mokotów, ul. Dzikich Jabłoni",1890000,102,4,pierwotny,2022,"teren zamknięty, domofon / wideofon, monitoring / ochrona",ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Wola, Danuty Siedzikówny ""Inki""",589050,49.5,3,wtórny,nie,"piwnica, pom. użytkowe",balkon,3/3,
"Warszawa, Żoliborz, Stary Żoliborz",1960000,107,4,wtórny,1931,nie,"balkon, taras",1/1,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",715800,46.61,3,pierwotny,2022-09-01,tak,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Mokotów",1208289,62.28,3,wtórny,2021,tak,balkon,8/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Siekierki",878800,56.02,3,wtórny,2021,tak,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Bemowo",509580,35.94,2,pierwotny,2024-12-01,tak,"ogródek, taras",parter/5,garaż/miejsce parkingowe
"Warszawa, Wilanów, al. Rzeczypospolitej",750000,50,2,wtórny,2022-05-19,drewniane,balkon,parter/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",409000,37.5,2,wtórny,1974,piwnica,balkon,2/4,
"Warszawa, Bemowo, ul. Batalionów Chłopskich",610000,42.43,2,wtórny,2021-04-01,plastikowe,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Janusza Meissnera",615000,62,3,wtórny,2021-07-01,plastikowe,balkon,8/8,
"Warszawa, Białołęka, Aluzyjna",795400,86,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Marywilska",446000,35.2,2,wtórny,2022,tak,balkon,1/5,
"Warszawa, Praga-Południe, ul. Szaserów",822000,60.1,3,wtórny,2014,tak,"balkon, ogródek",2/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,56.45,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,42.23,2,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,76.58,5,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,60.02,4,,,,"taras, ogródek",parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,52.11,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,43.84,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Celownicza 4",675405,50.03,2,wtórny,2021,tak,balkon,6/17,garaż/miejsce parkingowe
"Warszawa, Rembertów, Stary Rembertów",390000,35.17,2,wtórny,2020,tak,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Zaniemyska",710000,49,2,wtórny,1964,nie,balkon,1/3,
"Warszawa, Rembertów, Stary Rembertów, Pontonierów",1199000,125,4,wtórny,1925,,,1/1,
"Warszawa, Ursus",897000,90.48,4,wtórny,2009,,,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec",717600,61.52,3,pierwotny,2022,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,55.83,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",789800,55.84,3,pierwotny,2022-09-01,drewniane,balkon,6/7,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec",528965,43.68,2,pierwotny,2023,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wilanów, Herbu Szreniawa",749000,51.13,2,wtórny,2016,monitoring / ochrona,,1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Domaniewska",656700,33,2,wtórny,2022-04-21,plastikowe,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,56.21,3,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Przyrodnicza",,59.82,4,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Mokotów",2225300,117.79,5,wtórny,2021,tak,"balkon, taras",&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Pańska",670000,47.7,3,wtórny,2022-08-01,plastikowe,balkon,6/9,
"Warszawa, Ursus",379000,34,2,pierwotny,2023,tak,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, ul. Londyńska",1200000,112.9,4,wtórny,kamienica,domofon / wideofon,balkon,3/4,
"Warszawa, Ursynów, Natolin, Aleja Komisji Edukacji Narodowej",766000,59,2,wtórny,2022-05-25,plastikowe,balkon,10/15,garaż/miejsce parkingowe
"Warszawa, Wesoła, Stara Miłosna, Dworkowa",585000,48,3,wtórny,2002,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Inflancka",880000,59,3,wtórny,tak,,balkon,6/11,
"Warszawa, Białołęka",340550,37.58,2,pierwotny,2023,nie,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście",2300000,103.4,4,wtórny,1979,tak,balkon,3/4,
"Warszawa, Białołęka, ul. Ceramiczna",,76.03,3,,,,balkon,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Stanisława Konarskiego",,80.52,4,pierwotny,2022,tak,balkon,2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Bliska",,68.97,3,,,,balkon,8/9,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Białego Dębu",,155.89,4,,,,taras,1/2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Ryżowa",721292,74.36,3,pierwotny,2023,,balkon,1,garaż/miejsce parkingowe
"ul. Armanda Călinescu, Warszawa, mazowieckie",,66.5,3,,,,balkon,1/5,
"Warszawa, Białołęka, ul. Ceramiczna",,100.7,4,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Radzymińska",,46.97,2,,,,balkon,1/1,
"Warszawa, Mokotów, ul. Białego Dębu",,155.81,4,,,,taras,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Rzędziana",,76.62,4,,,,balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Grodzieńska",,32.92,1,,,,,parter/4,
"Warszawa, Targówek, ul. Krzewna",,56.55,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Wieśniacza",,74.86,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Józefa Mehoffera",101907667,96.27,5,pierwotny,2022,"system alarmowy, teren zamknięty, monitoring / ochrona",ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Rzędziana",,76.7,4,,,,balkon,1/2,garaż/miejsce parkingowe
"ul. Armanda Călinescu, Warszawa, mazowieckie",,66.43,3,,,,balkon,2/5,
"Warszawa, Praga-Północ, ul. Radzymińska",,64.74,2,,,,,1/1,
"Warszawa, Ochota, al. Aleje Jerozolimskie",1590000,82,3,wtórny,1920,nie,,2/6,
"Warszawa, Śródmieście, ul. Stawki",920000,74,4,wtórny,1970,nie,balkon,2/12,
"Warszawa, Wilanów, ul. Franciszka Klimczaka",979000,71.54,3,wtórny,2007,nie,taras,parter/4,
"Warszawa, Ursus, ul. Ryżowa",603535,63.53,2,pierwotny,2023,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Bliska",,62.27,3,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,76.45,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Stanisława Konarskiego",,78.43,4,pierwotny,2022,tak,"balkon, taras",2/10,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Kazimierza Szałasa",,52.1,3,pierwotny,2024-02-28,plastikowe,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Wieśniacza",,74.58,3,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Józefa Mehoffera",514100,47.66,2,pierwotny,2022,"teren zamknięty, monitoring / ochrona",ogródek,parter/2,
"Warszawa, Rembertów, ul. Pielgrzymów",668000,67.5,3,pierwotny,2024,tak,"balkon, ogródek",1/3,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Kazimierza Szałasa",,63.79,3,pierwotny,2024-02-28,plastikowe,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Mariana Zdziechowskiego 3",1574000,73.2,4,wtórny,2022,tak,balkon,7/7,garaż/miejsce parkingowe
"Warszawa, Ursus, Skorosze, Skoroszewska",950000,94.35,4,wtórny,2011,tak,"ogródek, taras",parter/5,
"Warszawa, Bemowo, ul. Stanisława Rostworowskiego",999000,85,4,wtórny,1996,nie,balkon,2/3,
"Warszawa, Bemowo",420000,33.9,1,wtórny,2022-08-15,nie,"ogródek, taras",parter/4,
"Warszawa, Mokotów, Górny Mokotów",620000,54,2,wtórny,1989,nie,,parter/4,
"Warszawa, Praga-Południe, Gocław, ul. gen. Augusta Emila Fieldorfa",935000,58,3,wtórny,2005,tak,balkon,1/7,
"Warszawa, Wawer, Korkowa",409000,37.5,2,wtórny,1974,piwnica,balkon,2/4,
"Warszawa, Ochota, Włodarzewska",865000,65.14,3,wtórny,2000,monitoring / ochrona,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Powsińska 70",595000,45.8,3,wtórny,1970,nie,balkon,4/4,
"Warszawa, Wawer",679000,65.54,3,pierwotny,2022,cegła,ogródek,1/1,
"Warszawa, Wawer",669000,65.54,3,pierwotny,2022,cegła,ogródek,1/1,
"Warszawa, Wawer",669000,65.54,3,pierwotny,2022,cegła,ogródek,1/1,
"Warszawa, Praga-Południe, Grochów",500000,45.44,2,wtórny,1962,"piwnica, oddzielna kuchnia",,2/3,
"Warszawa, Włochy, Salomea",497000,46.32,2,pierwotny,2022,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście",689000,38.5,2,wtórny,2022-07-08,plastikowe,,parter/4,
"Warszawa, Mokotów, ul. Orzycka",455000,27.8,1,wtórny,blok,"domofon / wideofon, monitoring / ochrona",balkon,5/10,
"Warszawa, Praga-Południe",449000,38,2,wtórny,2022-07-08,plastikowe,balkon,3/4,
"Warszawa, Żoliborz",1599000,68,3,wtórny,2022-07-08,tak,balkon,3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław, Optyków",688000,44.75,2,pierwotny,2022,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Rembertów",420000,35.21,2,wtórny,2022-07-08,plastikowe,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",895000,70,3,wtórny,2022-07-08,plastikowe,balkon,6/10,
"Warszawa, Białołęka, ul. Strumykowa 29",580000,70,3,wtórny,2000,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Bielany, ul. Pabla Nerudy",665000,56.8,3,wtórny,1980,tak,balkon,1/15,
"Warszawa, Wola, Mordechaja Anielewicza",553000,37,2,wtórny,2022-06-01,piwnica,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Klimontowska",679000,56.43,2,wtórny,2013,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Cybernetyki",855000,50.9,2,wtórny,2020,tak,"balkon, taras",3/7,garaż/miejsce parkingowe
"Warszawa, Bielany, Słodowiec",550000,56,3,wtórny,1969,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,4/4,
"Warszawa, Praga-Północ, ul. Stalowa",965000,65.28,3,wtórny,1905,nie,,2/4,
"Warszawa, Ochota, Stara Ochota, ul. Kaliska",740000,39.24,2,wtórny,1935,nie,,parter/4,
"Warszawa, Śródmieście",1250000,49.05,2,wtórny,1961,tak,balkon,parter/4,garaż/miejsce parkingowe
