Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Wawer, ul. Celulozy",,69.4,3,,,,ogródek,parter/1,
"Warszawa, Ursynów, ul. Henryka Raabego",,57.35,3,,,,,1/10,garaż/miejsce parkingowe
"Warszawa, Wesoła, Stara Miłosna",650000,77,3,pierwotny,2021,,balkon,1/1,
"Warszawa, Wawer, Anin",980000,65,2,wtórny,1956,nie,,1/3,
"Warszawa, Wawer, Marysin Wawerski",449000,33.5,2,wtórny,2020,tak,ogródek,parter/5,
"Warszawa, Białołęka, ul. Warzelnicza",600000,55.5,3,wtórny,2020,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Dzielna 7a",670000,48.14,2,wtórny,1953,nie,,2/4,
"Warszawa, Wola, Marcina Kasprzaka",480900,27.01,1,pierwotny,2022-03-31,drewniane,balkon,9/26,garaż/miejsce parkingowe
"Warszawa, Białołęka",450000,35.4,1,wtórny,2022-03-23,"zmywarka, lodówka, piekarnik, kuchenka, telewizor, pralka",balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Wola",539999,48,3,wtórny,1960,piwnica,balkon,1,
"Warszawa, Ursynów",1589000,94.6,4,wtórny,2006,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",1250000,83.7,4,wtórny,1928,"telewizja kablowa, internet",,parter/4,
"Warszawa, Śródmieście, Powiśle, Kruczkowskiego",596400,35.5,2,wtórny,1970,"piwnica, oddzielna kuchnia",,parter/9,
"Warszawa, Ochota, Stara Ochota",999000,54.35,2,wtórny,1933,nie,balkon,1/4,
"Warszawa, Ursynów, Romualda Mielczarskiego",1161700,59.62,3,pierwotny,2024,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Zamkowa",794696,86.38,4,,,,,1/3,garaż/miejsce parkingowe
"Warszawa, Żoliborz, arch. Rafała Krajewskiego",831000,55,3,wtórny,2022-05-01,plastikowe,balkon,4/5,
"Warszawa, Wola, Marcina Kasprzaka",903640,45.87,2,pierwotny,2022-03-31,drewniane,balkon,&gt; 10/26,garaż/miejsce parkingowe
"Warszawa, Białołęka, Wyszkowska",535460,51.92,2,pierwotny,2022-03-22,plastikowe,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bielany",999000,72.6,3,wtórny,2013,tak,ogródek,parter/6,garaż/miejsce parkingowe
"Warszawa, Ursus",,55.08,3,pierwotny,2023,"internet, telefon",balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Romualda Mielczarskiego",924800,44.28,2,pierwotny,2024,tak,ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Kolektorska",1727280,95.96,4,wtórny,2014,"teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Wyszkowska",557313,56.25,2,pierwotny,2022-03-22,plastikowe,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocławek, Makowska",419000,36,2,wtórny,2022-03-22,plastikowe,balkon,parter/6,
"Warszawa, Śródmieście, al. Aleja Jana Pawła II",780000,48,2,wtórny,blok,"telewizja kablowa, internet",balkon,7/9,
"Warszawa, Białołęka, ul. Odłogi",,48.46,2,,,,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Bemowo",840000,72.3,3,wtórny,2002,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, Marywilska",809000,71,3,wtórny,2022-03-22,plastikowe,ogródek,parter/6,
"Warszawa, Mokotów, Bokserska",700872,60.42,3,,,,,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,74.86,4,,,,,6/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,43.74,2,,,,balkon,parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,83.54,4,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",950189,85.99,4,,,,"balkon, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,73.66,4,,,,,6/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,60.42,3,,,,,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,60.42,3,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",854456,73.66,4,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,87.27,4,,,,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,91.03,4,,,,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",928408,82.16,4,,,,,2/6,garaż/miejsce parkingowe
"Warszawa, Wola, Syreny",659000,50,2,wtórny,1959,tak,balkon,3/5,
"Warszawa, Ursynów, ul. Kłobucka 23E",1100000,73.45,3,wtórny,2013,tak,"balkon, taras",2/10,garaż/miejsce parkingowe
"Warszawa, Ursynów, Kabaty, ul. Wąwozowa",696600,54,2,wtórny,1993,"zmywarka, meble, pralka",balkon,1/10,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,87.27,4,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",992445,91.05,4,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,77.13,4,,,,,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,73.66,4,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,42.69,2,,,,"taras, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,65.98,3,,,,,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",1001550,91.05,4,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,38.65,2,,,,,6/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,83.54,4,,,,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,82.16,4,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",705985,61.39,3,,,,"balkon, ogródek",parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,52.37,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,48.07,2,,,,,2/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,66.04,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,63.21,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,63.21,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,60.52,3,,,,,6/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,52.37,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,2/6,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.22,2,,,,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,48.88,2,,,,"taras, ogródek",parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.22,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,38.65,2,,,,balkon,parter/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,1/6,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,78.89,4,,,,,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,75.02,3,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.63,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,38.65,2,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,63.21,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,57.65,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,48.07,2,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Sprawna 7F",599000,51,3,wtórny,2022-04-25,plastikowe,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Józefa Lewartowskiego 10",871000,51.82,2,wtórny,1958,nie,balkon,parter/3,
"Warszawa, Ursynów",760000,67,3,wtórny,plastikowe,domofon / wideofon,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,61.91,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,57.65,3,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,39.06,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.17,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,82.14,4,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,80.31,4,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.03,2,,,,,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,81.5,4,,,,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,50.64,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,74.86,4,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.63,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,39.06,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,44.94,2,,,,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,82.16,4,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,60.42,3,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",712956,60.42,3,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,65.98,3,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,77.13,4,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.68,2,,,,,5/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,82.14,4,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,65.98,3,,,,,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,74.86,4,,,,,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",765368,65.98,3,,,,,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,91.03,4,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.87,3,,,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.87,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.52,3,,,,,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,44.94,2,,,,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.87,3,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,59.87,3,,,,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,61.91,3,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,83.54,4,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bokserska",,83.54,4,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,50.64,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,44.56,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wilanów",1101870,69.3,2,wtórny,apartamentowiec,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",taras,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Górny Mokotów, ul. Wielicka",1445000,89,3,wtórny,2000,tak,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Mydlarska",655500,69,3,pierwotny,nie,,,1/3,
"Warszawa, Ursynów, ul. Kłobucka",,42.68,2,,,,,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.32,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,41.52,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,44.56,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,50.64,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.88,2,,,,,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,58.4,3,,,,,3/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,60.26,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.28,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,60.26,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,110.48,5,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,52.37,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.87,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.03,2,,,,,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.68,2,,,,,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,80.31,4,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.68,2,,,,,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,67.46,3,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.63,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,60.26,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,50.64,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,52.87,3,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.17,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,52.37,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.78,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,56.3,3,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,48.88,2,,,,,,
"Warszawa, Ursynów, ul. Kłobucka",,44.89,2,,,,"taras, ogródek",parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,51.53,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,61.71,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.68,2,,,,,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,49.56,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.2,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,47.6,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,46.62,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,54.79,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Białej Floty",1589000,94,4,pierwotny,2021-12-20,tak,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Gwiaździsta",2100000,137,3,wtórny,2000,tak,taras,10/12,garaż/miejsce parkingowe
"Warszawa, Śródmieście",1160000,60,3,wtórny,1952,tak,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,61.91,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,69.07,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,48.88,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,80.56,4,,,,,5/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,48.88,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.96,2,,,,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,44.56,2,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,52.37,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,79.29,4,,,,,4/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,49.56,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,50.64,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,57.88,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,54.76,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,69.67,3,,,,taras,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,54.28,2,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,82.14,4,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,43.26,2,,,,"taras, ogródek",parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.23,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,61.71,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.35,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,69.67,3,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.06,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,39.07,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.96,2,,,,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,56.44,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,67.47,3,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,77.34,3,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,46.62,2,,,,,8/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.33,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, ul. Kłobucka",,42.03,2,,,,,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,56.17,3,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,51.45,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,52.86,3,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,77.18,3,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.87,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.66,2,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Złotopolska",430000,32,2,wtórny,1980,tak,balkon,6/9,
"Warszawa, Mokotów, ul. Białej Floty",1589000,94,4,pierwotny,2021-12-20,tak,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Gwiaździsta",2100000,137,3,wtórny,2000,tak,taras,10/12,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,58.42,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,75.02,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,69.25,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,56.29,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,128.48,4,,,,"taras, balkon",5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,58.4,3,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.95,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,77.29,3,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.28,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.79,2,,,,,6/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.87,2,,,,,6/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,54.17,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.04,2,,,,,4/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.88,2,,,,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,84.09,4,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,56.29,3,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,97.52,4,,,,taras,6/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,62.52,3,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,46.62,2,,,,,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,62.29,3,,,,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,51.44,2,,,,"taras, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,44.45,2,,,,"taras, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,109.19,4,,,,"taras, balkon",5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.14,2,,,,"taras, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.17,2,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,95.44,4,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,104.11,4,,,,balkon,5/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,107.89,4,,,,"taras, balkon",1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.48,2,,,,"taras, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.07,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,54.8,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,40.87,2,,,,,5/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,103.07,4,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,105.04,4,,,,,4/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,51.53,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Ceramiczna",,68.8,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wilanów",765000,53,2,wtórny,2011,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Wola, Muranów, ul. Mordechaja Anielewicza",539000,45.5,3,wtórny,1970,"telewizja kablowa, internet, telefon",balkon,2/9,
"Warszawa, Mokotów, Górny Mokotów",742000,56.21,3,wtórny,blok,"zmywarka, lodówka, piekarnik, kuchenka",balkon,7/10,
"Warszawa, Wola, ul. Ludwiki",,83.95,4,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,97.32,4,,,,,3/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Ceramiczna",,72.37,3,,,,"taras, balkon",5/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,38.11,2,,,,balkon,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,85.55,4,,,,balkon,5/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Ceramiczna",874940,90.2,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,105.04,4,,,,,2/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41.66,2,,,,balkon,4/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,78.64,4,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,75.02,3,,,,balkon,4/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,41,2,,,,"taras, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,42.1,2,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,39.95,2,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Ceramiczna",,80.66,3,,,,"taras, ogródek",parter/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,78.87,4,,,,,1/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Ludwiki",,75.02,3,,,,balkon,3/8,garaż/miejsce parkingowe
