Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Ursus, ul. Zagłoby",,40.96,2,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,30.36,1,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.28,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.28,2,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,35.23,2,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,38.06,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.32,3,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,62.5,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.2,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.96,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,49.8,3,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,35.13,1,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.26,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.87,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.89,4,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.14,3,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.26,3,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,30.36,1,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Wawer",700000,85,3,pierwotny,dom wolnostojący,,"balkon, ogródek",,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Apteczna",304000,20,1,wtórny,1954,nie,,2/4,
"Warszawa, Bielany",689900,45.68,2,wtórny,1956,nie,balkon,2/4,
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.2,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,35.23,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.41,3,,,,taras,&gt; 10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.87,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,51.2,3,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.3,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.89,4,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,38.06,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,35.23,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.2,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.28,2,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.89,4,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.28,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.2,3,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,35.23,2,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.26,3,,,,,10/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, mazowieckie",445000,36.22,2,pierwotny,2022,tak,ogródek,parter,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocławek, ul. Makowska 33",419000,36.1,2,wtórny,blok,,balkon,parter/6,
"Warszawa, Targówek, ul. Krośniewicka",1300000,82,4,wtórny,2017,nie,ogródek,parter/1,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,30.36,1,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.89,4,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.2,3,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.87,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,62.5,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,30.36,1,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.04,3,,,,taras,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,62.5,3,,,,,9/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,62.5,3,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,8/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,62.5,3,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.28,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.26,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.9,4,,,,balkon,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,56.26,3,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,64.55,3,,,,taras,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,balkon,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,37.87,2,,,,,7/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.89,4,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.96,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.3,3,,,,balkon,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.61,3,,,,taras,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,65.43,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Adolfa Pawińskiego",630000,55,3,wtórny,1968,nie,balkon,parter/3,
"Warszawa, Ochota, Stara Ochota",999000,54.4,2,wtórny,1936,nie,balkon,2/4,
"Warszawa, Wola, Jana Kazimierza ",990000,74.8,4,wtórny,2010,tak,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,36.88,2,,,,,6/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,65.43,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,5/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.1,3,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,38.06,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,60.12,3,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.9,4,,,,balkon,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,53.15,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,54.33,3,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,71.51,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,75.9,4,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.1,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,balkon,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,76.82,3,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,60.12,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,71.51,3,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,39.97,2,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,66.02,3,,,,balkon,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,76.82,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,42.35,2,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,31.69,1,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,40.96,2,,,,balkon,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,42.35,2,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,38.06,2,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.83,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,47.62,2,,,,balkon,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,71.51,3,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,54.33,3,,,,balkon,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Afrykańska",500000,38,2,wtórny,1972,nie,balkon,4/4,
"Warszawa, Wola, Czyste",685000,55.3,3,wtórny,2002,tak,balkon,10/12,
"Warszawa, Praga-Południe",650000,41,2,wtórny,2021,"teren zamknięty, domofon / wideofon",balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,55.28,3,,,,,4/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,44.97,2,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,65.43,3,,,,,3/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.1,3,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,58.19,3,,,,balkon,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,54.33,3,,,,balkon,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,59.1,3,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,54.33,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,66.02,3,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,43.69,2,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,89.13,4,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,87.4,4,,,,balkon,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,60.12,3,,,,balkon,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,57.7,3,,,,balkon,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,42.35,2,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,65.43,3,,,,,2/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,76.62,3,,,,ogródek,parter/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,76.82,3,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,71.51,3,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Zagłoby",,65.43,3,,,,,1/11,garaż/miejsce parkingowe
"Warszawa, Śródmieście, al. Solidarności",760000,36,2,wtórny,1962,,balkon,3/11,
"Warszawa, Wola, Stańczyka",600000,47,3,wtórny,2019,,,7/14,
"Warszawa, Targówek, ul. Krzewna",,65.84,4,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,38.76,2,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,37.79,2,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,41.71,3,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,64.05,4,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,49.94,2,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,76.45,4,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,49,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,42,3,,,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,48.02,3,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,51.05,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ochota, Stara Ochota, rokosowska 11",888000,49.37,3,wtórny,1955,nie,,1/4,
"Warszawa, Wola, Jana kazimierza 57",489000,30.58,1,,,,,,
"Warszawa, Ursus",920000,85,4,wtórny,2000,"telewizja kablowa, internet, telefon","balkon, taras",parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,51.88,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,54.7,3,,,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,65.84,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,49.94,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,49,3,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,42.88,2,,,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,52.33,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,49.75,3,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,44.64,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Krzewna",,37.67,2,,,,ogródek,parter/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Rakowiecka",200000,73,2,wtórny,2001,tak,,10/10,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Szara",2364000,80,3,wtórny,2021-08-13,plastikowe,balkon,1/4,
"Warszawa, Wawer, Las, Sęczkowa",889000,100.61,4,pierwotny,2021,dwupoziomowe,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Duninów",,50.41,3,,,,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Wilanów, Księdza Prymasa Augusta Hlonda",1200000,61,2,wtórny,2008,"telewizja kablowa, internet, telefon",balkon,parter/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście",1200000,49,2,wtórny,1956,tak,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wesoła, Stara Miłosna, Mazowiecka",535000,53,3,wtórny,2022-05-01,plastikowe,,3/4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.76,2,pierwotny,2022,,balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.74,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.76,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,60.96,3,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.29,3,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,64.75,3,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.73,3,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,40.15,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,76.78,4,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.27,2,pierwotny,2022,,balkon,7,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,58.86,3,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.74,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.76,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno",499000,46,2,wtórny,1970,nie,balkon,2/10,
"Warszawa, Praga-Północ, ul. Szwedzka",654990,42,2,wtórny,2016,tak,balkon,2/8,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Łopuszańska",420000,32.6,2,wtórny,2022,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,6,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,60.96,3,pierwotny,2022,"telewizja kablowa, internet",balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.29,3,pierwotny,2022,"telewizja kablowa, internet",balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.76,3,pierwotny,2022,"telewizja kablowa, internet",balkon,5,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,58.86,3,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.74,2,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.76,2,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,41.69,2,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,60.96,3,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.76,3,pierwotny,2022,"telewizja kablowa, internet",balkon,4,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,58.86,3,pierwotny,2022,"telewizja kablowa, internet",balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.74,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.76,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,41.69,2,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,60.96,3,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.29,3,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.76,3,pierwotny,2022,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,58.86,3,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,45.29,2,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,60.96,3,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,65.29,3,pierwotny,2022,,balkon,2,garaż/miejsce parkingowe
